Generation,ID,Pokemon,Abilities,BaseExperience,Height,Moves,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed
Generation.IV,387,Turtwig,"overgrow, shell-armor (Hidden)",64,4,"swords-dance, cut, headbutt, tackle, body-slam, thrash, double-edge, bite, strength, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, toxic, double-team, withdraw, light-screen, reflect, amnesia, flash, rest, substitute, snore, curse, protect, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, synthesis, hidden-power, sunny-day, crunch, rock-smash, stockpile, spit-up, swallow, facade, nature-power, superpower, secret-power, tickle, sand-tomb, bullet-seed, natural-gift, worry-seed, seed-bomb, energy-ball, earth-power, rock-climb, leaf-storm, captivate, stealth-rock, grass-knot, wide-guard, heavy-slam, round, grass-pledge, work-up, grassy-terrain, confide",55,68,64,45,55,55
Generation.IV,388,Grotle,"overgrow, shell-armor (Hidden)",142,11,"swords-dance, cut, headbutt, tackle, bite, strength, absorb, mega-drain, leech-seed, razor-leaf, solar-beam, toxic, double-team, withdraw, light-screen, reflect, flash, rest, substitute, snore, curse, protect, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, synthesis, hidden-power, sunny-day, crunch, rock-smash, facade, nature-power, superpower, secret-power, bullet-seed, natural-gift, worry-seed, seed-bomb, energy-ball, earth-power, rock-climb, leaf-storm, captivate, stealth-rock, grass-knot, round, grass-pledge, work-up, confide",75,89,85,55,65,75
Generation.IV,389,Torterra,"overgrow, shell-armor (Hidden)",236,22,"swords-dance, cut, headbutt, tackle, bite, roar, hyper-beam, strength, absorb, mega-drain, leech-seed, razor-leaf, solar-beam, earthquake, toxic, double-team, withdraw, light-screen, reflect, flash, rest, rock-slide, substitute, snore, curse, protect, mud-slap, outrage, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, synthesis, hidden-power, sunny-day, crunch, rock-smash, facade, nature-power, superpower, secret-power, rock-tomb, bullet-seed, block, frenzy-plant, natural-gift, worry-seed, rock-polish, seed-bomb, energy-ball, earth-power, giga-impact, rock-climb, leaf-storm, iron-head, stone-edge, captivate, stealth-rock, grass-knot, wood-hammer, round, grass-pledge, bulldoze, work-up, confide",95,109,105,75,85,95
Generation.IV,390,Chimchar,"blaze, iron-fist (Hidden)",62,5,"fire-punch, thunder-punch, scratch, swords-dance, cut, double-kick, headbutt, leer, ember, flamethrower, submission, low-kick, counter, strength, fire-spin, dig, toxic, double-team, focus-energy, fire-blast, swift, fury-swipes, rest, substitute, flame-wheel, snore, protect, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, sunny-day, rock-smash, fake-out, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, assist, brick-break, endeavor, secret-power, blaze-kick, slack-off, overheat, aerial-ace, bulk-up, covet, natural-gift, u-turn, fling, vacuum-wave, nasty-plot, shadow-claw, rock-climb, gunk-shot, captivate, stealth-rock, grass-knot, hone-claws, flame-charge, low-sweep, round, quick-guard, incinerate, acrobatics, fire-pledge, work-up, confide, power-up-punch",44,58,44,58,44,44
Generation.IV,391,Monferno,"blaze, iron-fist (Hidden)",142,9,"fire-punch, thunder-punch, scratch, swords-dance, cut, headbutt, leer, ember, flamethrower, low-kick, strength, fire-spin, dig, toxic, double-team, fire-blast, swift, fury-swipes, rest, rock-slide, substitute, flame-wheel, snore, protect, mach-punch, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, slack-off, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, feint, u-turn, close-combat, fling, flare-blitz, poison-jab, vacuum-wave, focus-blast, shadow-claw, rock-climb, gunk-shot, captivate, stealth-rock, grass-knot, hone-claws, flame-charge, low-sweep, round, incinerate, acrobatics, retaliate, fire-pledge, work-up, dual-chop, confide, power-up-punch",64,78,52,78,52,64
Generation.IV,392,Infernape,"blaze, iron-fist (Hidden)",240,12,"fire-punch, thunder-punch, scratch, swords-dance, cut, headbutt, leer, roar, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, earthquake, dig, toxic, double-team, fire-blast, swift, fury-swipes, rest, rock-slide, substitute, flame-wheel, snore, protect, mach-punch, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, blast-burn, overheat, rock-tomb, aerial-ace, bulk-up, covet, calm-mind, natural-gift, feint, u-turn, close-combat, fling, punishment, flare-blitz, poison-jab, vacuum-wave, focus-blast, giga-impact, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, stealth-rock, grass-knot, hone-claws, flame-charge, low-sweep, round, incinerate, acrobatics, retaliate, fire-pledge, bulldoze, work-up, dual-chop, confide, power-up-punch",76,104,71,104,71,76
Generation.IV,393,Piplup,"torrent, defiant (Hidden)",63,4,"pound, cut, headbutt, fury-attack, growl, supersonic, mist, hydro-pump, surf, ice-beam, blizzard, bubble-beam, peck, drill-peck, dig, toxic, agility, double-team, bide, waterfall, bubble, rest, substitute, snore, flail, protect, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, whirlpool, hail, facade, brick-break, yawn, secret-power, dive, feather-dance, mud-sport, rock-tomb, signal-beam, aerial-ace, covet, water-sport, water-pulse, brine, natural-gift, pluck, fling, aqua-ring, defog, captivate, stealth-rock, grass-knot, double-hit, round, echoed-voice, scald, quash, water-pledge, work-up, confide, power-trip",53,51,53,61,56,53
Generation.IV,394,Prinplup,"torrent, defiant (Hidden)",142,8,"cut, headbutt, fury-attack, tackle, growl, mist, hydro-pump, surf, ice-beam, blizzard, bubble-beam, peck, drill-peck, strength, dig, toxic, double-team, bide, waterfall, bubble, rest, substitute, snore, protect, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, brick-break, secret-power, dive, rock-tomb, signal-beam, aerial-ace, covet, water-sport, water-pulse, brine, natural-gift, pluck, fling, shadow-claw, defog, captivate, stealth-rock, grass-knot, hone-claws, round, echoed-voice, scald, quash, water-pledge, work-up, confide",64,66,68,81,76,64
Generation.IV,395,Empoleon,"torrent, defiant (Hidden)",239,17,"swords-dance, cut, headbutt, fury-attack, tackle, growl, roar, mist, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, peck, drill-peck, strength, earthquake, dig, toxic, double-team, waterfall, bubble, rest, rock-slide, substitute, snore, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, brick-break, knock-off, secret-power, dive, hydro-cannon, rock-tomb, signal-beam, aerial-ace, iron-defense, covet, water-pulse, brine, natural-gift, pluck, fling, giga-impact, avalanche, shadow-claw, flash-cannon, rock-climb, defog, captivate, stealth-rock, grass-knot, aqua-jet, hone-claws, round, echoed-voice, scald, quash, water-pledge, bulldoze, work-up, confide",84,86,88,111,101,84
Generation.IV,396,Starly,"keen-eye, reckless (Hidden)",49,3,"wing-attack, whirlwind, fly, sand-attack, fury-attack, tackle, take-down, double-edge, growl, toxic, agility, quick-attack, double-team, mirror-move, swift, rest, substitute, thief, snore, protect, mud-slap, foresight, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, uproar, heat-wave, facade, revenge, endeavor, secret-power, feather-dance, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, brave-bird, defog, captivate, ominous-wind, round, echoed-voice, final-gambit, work-up, confide",40,55,30,30,30,40
Generation.IV,397,Staravia,"intimidate, reckless (Hidden)",119,6,"wing-attack, whirlwind, fly, tackle, take-down, growl, toxic, agility, quick-attack, double-team, swift, rest, substitute, thief, snore, protect, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, uproar, heat-wave, facade, endeavor, secret-power, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, brave-bird, defog, captivate, ominous-wind, round, echoed-voice, retaliate, final-gambit, work-up, confide",55,75,50,40,40,55
Generation.IV,398,Staraptor,"intimidate, reckless (Hidden)",218,12,"wing-attack, whirlwind, fly, tackle, take-down, growl, hyper-beam, toxic, agility, quick-attack, double-team, swift, sky-attack, rest, substitute, thief, snore, protect, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, uproar, heat-wave, facade, endeavor, secret-power, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, close-combat, brave-bird, giga-impact, defog, captivate, ominous-wind, round, echoed-voice, retaliate, final-gambit, work-up, confide",85,120,70,50,60,85
Generation.IV,399,Bidoof,"simple, unaware, moody (Hidden)",50,5,"swords-dance, cut, headbutt, tackle, take-down, double-edge, growl, ice-beam, blizzard, thunderbolt, thunder-wave, thunder, dig, toxic, quick-attack, double-team, defense-curl, swift, skull-bash, amnesia, fury-swipes, rest, hyper-fang, super-fang, substitute, thief, snore, curse, protect, mud-slap, icy-wind, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, facade, taunt, superpower, yawn, secret-power, mud-sport, odor-sleuth, covet, water-sport, shock-wave, natural-gift, pluck, last-resort, aqua-tail, rock-climb, captivate, stealth-rock, grass-knot, charge-beam, round, echoed-voice, retaliate, work-up, confide",59,45,40,35,40,59
Generation.IV,400,Bibarel,"simple, unaware, moody (Hidden)",144,10,"swords-dance, cut, headbutt, tackle, take-down, growl, water-gun, surf, ice-beam, blizzard, hyper-beam, strength, thunderbolt, thunder-wave, thunder, dig, toxic, double-team, defense-curl, waterfall, swift, amnesia, rest, hyper-fang, super-fang, substitute, thief, snore, curse, protect, mud-slap, icy-wind, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, whirlpool, facade, focus-punch, taunt, superpower, yawn, secret-power, dive, covet, shock-wave, water-pulse, natural-gift, pluck, fling, last-resort, aqua-tail, giga-impact, rock-climb, captivate, stealth-rock, grass-knot, charge-beam, aqua-jet, round, echoed-voice, scald, retaliate, bulldoze, work-up, rototiller, confide",79,85,60,55,60,79
Generation.IV,401,Kricketot,"shed-skin, run-away (Hidden)",39,3,"growl, string-shot, bide, snore, mud-slap, uproar, endeavor, bug-bite, struggle-bug",37,25,41,25,41,37
Generation.IV,402,Kricketune,"swarm, technician (Hidden)",134,10,"swords-dance, cut, growl, sing, hyper-beam, strength, absorb, string-shot, toxic, screech, double-team, focus-energy, bide, leech-life, flash, rest, slash, substitute, snore, protect, mud-slap, perish-song, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, heal-bell, return, frustration, hidden-power, rain-dance, sunny-day, rock-smash, uproar, facade, taunt, brick-break, knock-off, endeavor, secret-power, hyper-voice, silver-wind, aerial-ace, natural-gift, night-slash, x-scissor, bug-buzz, giga-impact, captivate, bug-bite, hone-claws, round, echoed-voice, struggle-bug, sticky-web, fell-stinger, confide, infestation, power-up-punch",77,85,51,55,51,77
Generation.IV,403,Shinx,"rivalry, intimidate, guts (Hidden)",53,5,"double-kick, headbutt, tackle, take-down, leer, bite, roar, strength, thunderbolt, thunder-wave, thunder, toxic, quick-attack, double-team, light-screen, swift, flash, rest, substitute, thief, snore, protect, scary-face, mud-slap, endure, swagger, spark, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, facade, charge, helping-hand, secret-power, fake-tears, signal-beam, howl, shock-wave, natural-gift, magnet-rise, night-slash, thunder-fang, ice-fang, fire-fang, discharge, captivate, charge-beam, round, volt-switch, wild-charge, snarl, confide, eerie-impulse, baby-doll-eyes",45,65,34,40,34,45
Generation.IV,404,Luxio,"rivalry, intimidate, guts (Hidden)",127,9,"headbutt, tackle, leer, bite, roar, strength, thunderbolt, thunder-wave, thunder, toxic, double-team, light-screen, swift, flash, rest, substitute, thief, snore, protect, scary-face, mud-slap, endure, swagger, spark, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, facade, charge, helping-hand, secret-power, signal-beam, shock-wave, natural-gift, magnet-rise, thunder-fang, discharge, captivate, charge-beam, round, volt-switch, wild-charge, snarl, confide",60,85,49,60,49,60
Generation.IV,405,Luxray,"rivalry, intimidate, guts (Hidden)",235,14,"headbutt, tackle, leer, bite, roar, hyper-beam, strength, thunderbolt, thunder-wave, thunder, toxic, double-team, light-screen, swift, flash, rest, substitute, thief, snore, protect, scary-face, mud-slap, endure, swagger, spark, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, facade, charge, helping-hand, superpower, secret-power, signal-beam, shock-wave, natural-gift, magnet-rise, giga-impact, thunder-fang, discharge, captivate, charge-beam, round, volt-switch, wild-charge, snarl, confide, electric-terrain",80,120,79,95,79,80
Generation.IV,406,Budew ※,"natural-cure, poison-point, leaf-guard (Hidden)",56,2,"swords-dance, cut, pin-missile, absorb, mega-drain, growth, razor-leaf, solar-beam, stun-spore, sleep-powder, toxic, double-team, swift, flash, rest, substitute, mind-reader, snore, cotton-spore, protect, sludge-bomb, mud-slap, spikes, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, synthesis, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, nature-power, secret-power, grass-whistle, extrasensory, bullet-seed, covet, water-sport, natural-gift, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, venoshock, round, confide, dazzling-gleam",40,30,35,50,70,40
Generation.IV,407,Roserade,"natural-cure, poison-point, technician (Hidden)",232,9,"swords-dance, cut, poison-sting, hyper-beam, mega-drain, solar-beam, toxic, double-team, swift, flash, rest, substitute, snore, protect, sludge-bomb, mud-slap, giga-drain, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, nature-power, secret-power, weather-ball, bullet-seed, covet, magical-leaf, natural-gift, worry-seed, poison-jab, seed-bomb, energy-ball, giga-impact, captivate, grass-knot, venoshock, round, grassy-terrain, confide, venom-drench, dazzling-gleam",60,70,65,125,105,60
Generation.IV,408,Cranidos ~,"mold-breaker, sheer-force (Hidden)",70,9,"fire-punch, thunder-punch, swords-dance, whirlwind, slam, stomp, headbutt, take-down, thrash, double-edge, leer, roar, flamethrower, ice-beam, blizzard, strength, thunderbolt, thunder, earthquake, dig, toxic, screech, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, ancient-power, rock-smash, uproar, facade, superpower, endeavor, secret-power, rock-tomb, shock-wave, hammer-arm, natural-gift, payback, assurance, fling, rock-polish, dragon-pulse, earth-power, zen-headbutt, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, smack-down, round, chip-away, incinerate, bulldoze, confide, power-up-punch",67,125,40,30,30,67
Generation.IV,409,Rampardos ~,"mold-breaker, sheer-force (Hidden)",173,16,"fire-punch, thunder-punch, swords-dance, cut, headbutt, take-down, leer, roar, flamethrower, surf, ice-beam, blizzard, hyper-beam, strength, thunderbolt, thunder, earthquake, dig, toxic, screech, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, mud-slap, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pain-split, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, whirlpool, uproar, facade, focus-punch, superpower, brick-break, endeavor, secret-power, rock-tomb, shock-wave, natural-gift, payback, assurance, fling, rock-polish, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, zen-headbutt, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, smack-down, round, chip-away, incinerate, bulldoze, dragon-tail, confide, power-up-punch",97,165,60,65,50,97
Generation.IV,410,Shieldon ~,"sturdy, soundproof (Hidden)",70,5,"headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, ice-beam, blizzard, counter, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, screech, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, torment, facade, taunt, secret-power, rock-tomb, metal-sound, iron-defense, rock-blast, shock-wave, natural-gift, metal-burst, magnet-rise, rock-polish, earth-power, flash-cannon, iron-head, stone-edge, captivate, stealth-rock, wide-guard, guard-split, smack-down, heavy-slam, round, incinerate, bulldoze, confide",30,42,118,42,88,30
Generation.IV,411,Bastiodon ~,"sturdy, soundproof (Hidden)",173,13,"headbutt, tackle, take-down, roar, flamethrower, ice-beam, blizzard, hyper-beam, strength, thunderbolt, thunder, earthquake, dig, toxic, double-team, fire-blast, rest, rock-slide, substitute, snore, protect, mud-slap, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, ancient-power, rock-smash, torment, facade, taunt, magic-coat, secret-power, rock-tomb, metal-sound, iron-defense, block, shock-wave, natural-gift, metal-burst, magnet-rise, rock-polish, earth-power, giga-impact, avalanche, flash-cannon, iron-head, stone-edge, captivate, stealth-rock, smack-down, heavy-slam, round, incinerate, bulldoze, confide",60,52,168,47,138,60
Generation.IV,412,Burmy,"shed-skin, overcoat (Hidden)",45,2,"tackle, string-shot, snore, protect, hidden-power, bug-bite, electroweb",40,29,45,29,45,40
Generation.IV,413,Wormadam,"anticipation, overcoat (Hidden)",148,5,"tackle, psybeam, hyper-beam, growth, razor-leaf, solar-beam, string-shot, toxic, confusion, psychic, double-team, dream-eater, flash, rest, substitute, thief, snore, flail, protect, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, synthesis, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, endeavor, skill-swap, secret-power, signal-beam, bullet-seed, natural-gift, worry-seed, sucker-punch, seed-bomb, bug-buzz, energy-ball, giga-impact, leaf-storm, captivate, grass-knot, bug-bite, venoshock, quiver-dance, round, struggle-bug, electroweb, confide, infestation",60,59,85,79,105,60
Generation.IV,414,Mothim,"swarm, tinted-lens (Hidden)",148,9,"gust, tackle, psybeam, hyper-beam, solar-beam, poison-powder, string-shot, toxic, confusion, psychic, double-team, swift, dream-eater, flash, rest, substitute, thief, snore, protect, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, hidden-power, twister, rain-dance, sunny-day, psych-up, shadow-ball, facade, skill-swap, secret-power, camouflage, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, tailwind, u-turn, air-slash, bug-buzz, energy-ball, giga-impact, defog, captivate, bug-bite, ominous-wind, venoshock, quiver-dance, round, acrobatics, struggle-bug, electroweb, confide, infestation, lunge",70,94,50,94,50,70
Generation.IV,415,Combee,"honey-gather, hustle (Hidden)",49,3,"gust, string-shot, swift, snore, mud-slap, sweet-scent, endeavor, air-cutter, tailwind, bug-buzz, bug-bite, ominous-wind",30,30,42,30,42,30
Generation.IV,416,Vespiquen,"pressure, unnerve (Hidden)",166,12,"cut, gust, poison-sting, hyper-beam, string-shot, toxic, double-team, confuse-ray, swift, flash, fury-swipes, rest, slash, substitute, thief, snore, protect, sludge-bomb, mud-slap, destiny-bond, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, sweet-scent, hidden-power, rain-dance, sunny-day, facade, endeavor, secret-power, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, tailwind, u-turn, fling, air-slash, x-scissor, power-gem, giga-impact, defog, captivate, bug-bite, attack-order, defend-order, heal-order, ominous-wind, hone-claws, venoshock, round, quash, acrobatics, struggle-bug, fell-stinger, confide, infestation",70,80,102,80,102,70
Generation.IV,417,Pachirisu,"run-away, pickup, volt-absorb (Hidden)",142,4,"thunder-punch, cut, headbutt, tail-whip, bite, growl, thunderbolt, thunder-wave, thunder, dig, toxic, quick-attack, double-team, defense-curl, light-screen, bide, swift, flash, rest, hyper-fang, super-fang, substitute, snore, flail, protect, sweet-kiss, mud-slap, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, uproar, flatter, facade, follow-me, charge, helping-hand, secret-power, fake-tears, covet, shock-wave, natural-gift, u-turn, fling, last-resort, magnet-rise, seed-bomb, discharge, gunk-shot, captivate, grass-knot, charge-beam, electro-ball, round, echoed-voice, bestow, volt-switch, electroweb, ion-deluge, confide, baby-doll-eyes, nuzzle",60,45,70,45,90,60
Generation.IV,418,Buizel,"swift-swim, water-veil (Hidden)",66,7,"double-slap, ice-punch, razor-wind, headbutt, growl, sonic-boom, water-gun, hydro-pump, surf, ice-beam, blizzard, strength, dig, toxic, agility, quick-attack, double-team, waterfall, swift, fury-swipes, rest, slash, substitute, snore, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, baton-pass, pursuit, iron-tail, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, secret-power, dive, odor-sleuth, rock-tomb, bulk-up, water-sport, water-pulse, brine, natural-gift, me-first, aqua-ring, aqua-tail, switcheroo, captivate, aqua-jet, double-hit, soak, round, echoed-voice, scald, tail-slap, confide, power-up-punch",55,65,35,60,30,55
Generation.IV,419,Floatzel,"swift-swim, water-veil (Hidden)",173,11,"ice-punch, razor-wind, headbutt, growl, roar, sonic-boom, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, low-kick, strength, dig, toxic, agility, quick-attack, double-team, waterfall, swift, rest, substitute, snore, protect, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, crunch, rock-smash, whirlpool, hail, torment, facade, focus-punch, taunt, brick-break, secret-power, dive, rock-tomb, bulk-up, water-sport, water-pulse, brine, natural-gift, payback, aqua-tail, focus-blast, giga-impact, ice-fang, captivate, aqua-jet, double-hit, round, echoed-voice, scald, confide, power-up-punch",85,105,55,85,50,85
Generation.IV,420,Cherubi,chlorophyll,55,4,"swords-dance, tackle, take-down, leech-seed, growth, razor-leaf, solar-beam, toxic, double-team, defense-curl, flash, rest, substitute, snore, protect, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, morning-sun, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, secret-power, weather-ball, aromatherapy, grass-whistle, tickle, bullet-seed, magical-leaf, healing-wish, natural-gift, lucky-chant, worry-seed, seed-bomb, energy-ball, captivate, grass-knot, round, heal-pulse, petal-blizzard, flower-shield, grassy-terrain, confide, dazzling-gleam",45,35,45,62,53,45
Generation.IV,421,Cherrim,flower-gift,158,5,"swords-dance, tackle, take-down, hyper-beam, leech-seed, growth, solar-beam, petal-dance, toxic, double-team, flash, rest, substitute, snore, protect, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, morning-sun, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, secret-power, bullet-seed, magical-leaf, natural-gift, lucky-chant, worry-seed, seed-bomb, energy-ball, giga-impact, captivate, grass-knot, round, petal-blizzard, confide, dazzling-gleam",70,60,70,87,78,70
Generation.IV,422,Shellos,"sticky-hold, storm-drain, sand-force (Hidden)",65,3,"headbutt, body-slam, mist, surf, ice-beam, blizzard, counter, string-shot, fissure, toxic, double-team, recover, harden, sludge, amnesia, acid-armor, rest, substitute, snore, curse, protect, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, mirror-coat, ancient-power, whirlpool, stockpile, spit-up, swallow, hail, memento, facade, yawn, secret-power, dive, mud-sport, muddy-water, water-pulse, brine, natural-gift, trump-card, earth-power, mud-bomb, captivate, round, clear-smog, scald, confide, infestation",76,48,48,57,62,76
Generation.IV,423,Gastrodon,"sticky-hold, storm-drain, sand-force (Hidden)",166,9,"headbutt, body-slam, surf, ice-beam, blizzard, hyper-beam, strength, string-shot, earthquake, dig, toxic, double-team, recover, harden, waterfall, flash, rest, rock-slide, substitute, snore, protect, sludge-bomb, mud-slap, icy-wind, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, secret-power, dive, mud-sport, rock-tomb, muddy-water, block, water-pulse, brine, natural-gift, earth-power, giga-impact, mud-bomb, stone-edge, captivate, sludge-wave, round, scald, bulldoze, confide, infestation",111,83,68,92,82,111
Generation.IV,424,Ambipom,"technician, pickup, skill-link (Hidden)",169,12,"fire-punch, ice-punch, thunder-punch, scratch, cut, sand-attack, headbutt, tail-whip, hyper-beam, low-kick, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, agility, screech, double-team, swift, dream-eater, fury-swipes, rest, substitute, thief, snore, spite, protect, mud-slap, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, uproar, facade, focus-punch, taunt, role-play, brick-break, knock-off, snatch, secret-power, astonish, tickle, aerial-ace, bounce, covet, shock-wave, water-pulse, natural-gift, u-turn, payback, fling, last-resort, seed-bomb, giga-impact, nasty-plot, shadow-claw, gunk-shot, captivate, grass-knot, double-hit, hone-claws, low-sweep, foul-play, round, acrobatics, retaliate, work-up, dual-chop, confide, power-up-punch",75,100,66,60,66,75
Generation.IV,425,Drifloon,"aftermath, unburden, flare-boost (Hidden)",70,4,"cut, gust, bind, body-slam, disable, thunderbolt, thunder-wave, thunder, toxic, psychic, hypnosis, double-team, minimize, haze, focus-energy, swift, constrict, amnesia, dream-eater, flash, explosion, rest, substitute, thief, snore, spite, protect, mud-slap, destiny-bond, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, stockpile, spit-up, swallow, will-o-wisp, memento, facade, trick, magic-coat, recycle, knock-off, skill-swap, secret-power, astonish, weather-ball, air-cutter, silver-wind, calm-mind, shock-wave, gyro-ball, natural-gift, tailwind, payback, embargo, sucker-punch, defog, captivate, charge-beam, ominous-wind, telekinesis, round, clear-smog, hex, acrobatics, confide",90,50,34,60,44,90
Generation.IV,426,Drifblim,"aftermath, unburden, flare-boost (Hidden)",174,12,"cut, gust, fly, bind, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, double-team, minimize, focus-energy, swift, constrict, amnesia, dream-eater, flash, explosion, rest, substitute, thief, snore, spite, protect, mud-slap, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, stockpile, spit-up, swallow, will-o-wisp, facade, trick, magic-coat, recycle, knock-off, skill-swap, secret-power, astonish, air-cutter, silver-wind, calm-mind, shock-wave, gyro-ball, natural-gift, tailwind, payback, embargo, sucker-punch, giga-impact, defog, captivate, charge-beam, ominous-wind, telekinesis, round, hex, acrobatics, phantom-force, confide",150,80,44,90,54,150
